ID	Tweet	Affect Dimension	Intensity Score
2017-En-40781	@VivienLloyd Gracias Tanto! Casa justa - anonadado pero tan feliz. No Lo piensa se ha hundido en todavía! Uau.	valence	0.661
2017-En-30822	@DamnPatriot  Eres un POS para rejoicing en alguien es muerte.	valence	0.422
2017-En-41327	@Conorojo Loool Entender el pesimismo pero él  😂	valence	0.688
2017-En-40153	@JUSTICESLUT420 tristemente esta clase del cartel muerto por el 90s afaik	valence	0.234
2017-En-11020	@Alex_Philip2648 es un paso arriba de hervir brécol tbh	valence	0.532
2017-En-40055	Demasiados gloomy días	valence	0.333
2017-En-40765	Buenos días chirpy #SpringEquinox y vuestro pensive hermana #AutumnEquinox Un día perfecto aun así  está expresado 🌹🍁🌓☯️ #theBeautyofBalance	valence	0.688
2017-En-20360	@CP24 E I esperanza cuándo la policía le conoció en el metro que  le tomaron directamente a prisión 😕	valence	0.258
2017-En-30391	no puedo describir qué I siente bien ahora..  Siento jubilant todavía ansioso, o..dunno.  Parece gusta ahora  soy habiendo algo espera de valor diaria.	valence	0.552
2017-En-10702	i Amor que tay &amp; tiff justo está sentando en mi casa mientras i soy en Consejo 🙃	valence	0.813
2017-En-30576	de trabajo 5: no se preocupa aproximadamente complaciendo todo el mundo. #TitanWisdom	valence	0.367
2017-En-40356	@AliceGoodman17 i dunno,  estoy consiguiendo menos del spacious precioso autumnal melancholy de nuestro apocalipsis presente	valence	0.435
2017-En-11241	@mikeburke91 @AP I suposición. Es justo desgarrador la facilidad con qué  pueden matar un hombre inocente y escaparse con él. #Indignación	valence	0.156
2017-En-30557	@footballmcd acordado. Memphis Las miradas animadas también	valence	0.609
2017-En-31205	 tomé un yr de escolar y soy orgulloso de decir  conseguí aceptado otra vez, yo la chica va a acabar! #Feliz	valence	0.914
2017-En-31028	@TheGoatShow @GameGrumps ahora que he sido chupado a este wormhole de hilaridad sin escapada, puedo decir qué extraño y cuidadoso esto es	valence	0.468
2017-En-20885	el final de cómo  conocí vuestra madre es terrible	valence	0.345
2017-En-40911	6 podría ser un número serio, pero 10 sonidos mejores. Carrera de tarjeta salvaje!!	valence	0.500
2017-En-30050	Gracias @twitter Para los balones hoy. #Sonrisa #goodday #48	valence	0.845
2017-En-30542	 sabes,  eres pro-activamente playful.  Quieres pulsar vuestro boobs a mi cara, Tatenashi. No estoy diciendo ningún, aun así. =3	valence	0.621
2017-En-41427	I sabe es el día final de verano cuándo  es el finale de @CBSBigBrother #tristeza	valence	0.117
2017-En-40066	@jccrocker #CharlotteProtest  u #espera 4 el vídeo #de hechos o  u #el odio ahora pregunta cuestiones más tarde #protesta #triste #PoliceShootings #sugerencias	valence	0.100
2017-En-30503	 pienso qué 2016 a realmente necesidades de redondearlo fuera es un @cthulhu4america vs @smod2016 twitter debate. Fin encima algo joyful, ya sabe?.	valence	0.594
2017-En-11016	@WellerMonica Hola Monica,  escribo regularmente para @ctysmallholding  - pero no en abejas - nunca osados probarles #buzz  #MIEL	valence	0.537
2017-En-30710	Halfway para trabajar y  realizo  olvidé para poner encima ropa interior....Va a ser uno de aquellos días! #mombrain #toomuchgoingon #longday #breezy	valence	0.463
2017-En-31451	Aquello era una historia preciosa a de hecho ver Ruth y hubby quién ganó el cashcow @sunriseon7.it era tan gracioso cuándo  deje el teléfono #feliz 😊	valence	0.900
2017-En-40320	está devenido un verbo. ' Estoy yendo a Villaseñor todos aquellos contactos viejos no necesito anymore.' #Tristeza @melissavcomedy #waitingforexplanation	valence	0.234
2017-En-30395	Charlotte y un amigo justo subido a la parte superior de un windmill! Pensar la vista era fácil, breezy, bonito? @PlayHollywoodU	valence	0.839
2017-En-40426	@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I pensó  sea porque una vez se hunda sus dientes a algo aquello está significado 2b sooked	valence	0.419
2017-En-31600	semores: dejado es conseguir esto. #mirth #SIERRA #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀	valence	0.483
2017-En-10614	Lo que cosa terrible para ver y tener ninguna visión-\n\nHelen Keller-\n\n-Empezar con el fin en mente-\n\nStephen Covey-\n\n #whereareugoing	valence	0.426
2017-En-30371	no es que el hombre no supo cómo a juggle, justo no tenga las pelotas para hacerlo. \n#Gracioso #pun #punny #lol #hilarious	valence	0.871
2017-En-30200	@Nikhilv95 @LydiajaneF I deseo, yo realmente, verdaderamente deseo, que  hube justo un modicum de vuestro banter. #hilarious	valence	0.819
2017-En-31067	@xiankiefer @TheLincoln Libro 5!  Es tan sprightly &amp; divertido cuz  haya sido reinvigorated por la serie de Potter del Harry. No estoy bromeando.	valence	0.781
2017-En-10704	@MeghanEMurphy Oh gosh, si consigues 800+ comentarios furiosos de seguidores de crucero, justo moriré riendo!	valence	0.806
2017-En-11535	@washingtonpost#El miedo de #el triunfo &amp; #la rabia es similar a qué #Hitler predicó para venir a poder en Alemania. Despierta América!!	valence	0.450
2017-En-31112	Necesitado levity: Hubs + I hablando de @weareTYPHOON el álbum de solo nuevo de Kyle, mi 7 yo dice '@KyleClark'? Le encanta ur espectáculo noticioso #9Noticioso @9NOTICIOSO LOLZ	valence	0.707
2017-En-30866	Un #día nuevo para #vivir y #sonrisa. Hope todo los #seguidores una noche #buena o #día. :D	valence	0.878
2017-En-21322	I voy a conseguir el más extraño gracias nota--o peor--silencio total y no acknowledgement.	valence	0.467
2017-En-21979	Tanta #música #terrible jugando en la #radio ha empezado para hacerme tiempo de maravilla mi gusto en música es bueno o justo completamente cagar	valence	0.250
2017-En-30936	Cómo es vuestro toddler soportando la llegada nueva? Tiene  pruebe matar le todavía?' Alegremente preguntan.	valence	0.656
2017-En-21989	@breadf2hombre @SunApology y es Kelvin Mackenzie mañana... #Estremecimiento DontBuyTheSun	valence	0.315
2017-En-30747	Rap que Cortará otro raper  garganta. Quién dijo que? @Paedeezy #badd #Malvado. #Luces de ciudad brillante	valence	0.429
2017-En-30818	es justo la carencia de compañía y vivacidad fuera aquí aquello me hago aburrió.	valence	0.204
2017-En-20892	@MichaelSalfino Lo Todavía destruye Miedo El Andando Muerto. Aquel espectáculo es horrible	valence	0.148
2017-En-10238	Y  consiga todo enojado diciéndome 'pero qué sería hacer un tipo de 40 años buscando a una chica le gustas' y sentí #ofendido	valence	0.204
2017-En-30949	Ellos tiende a loosen arriba un poco cuándo bebido, y puede parecer bastante alegre.	valence	0.677
2017-En-31334	@lizbon @anomalily @gerikkransky Triste para el levity si en absoluto inapropiado pero esto combinado con mi amor de Charlotte me recuerdo rn...	valence	0.350
2017-En-20048	i Tuvo un tiempo duro que cae un sueño y despertó varios tiempo porque i era temeroso de bugs crawling encima me e i terminó despertar con un mordisco	valence	0.059
2017-En-10457	@simon_penn_r @AntisocialJW2 ha convertido en un bastante fiery GG radical)	valence	0.431
2017-En-11408	@MarkTOByrne  ofrecí @WholeFoods @amazona @CheapAir el oro o la plata pero ellos dijeron Nah... #bitcoin	valence	0.383
2017-En-41514	@SalterUK Segundo par de balanza  he comprado aquello ha parado laborable después de que cambio de batería. Es esto un asunto eres consciente de?  #Infeliz	valence	0.161
2017-En-40141	Y no incluso empiezo con Hillary y su elegante fundraisers! #Deprimiendo	valence	0.210
2017-En-31095	Manchester United v Manchester City #días felices #EFL	valence	0.758
2017-En-20440	@ExpressScripts u shd b embrrssd. u jack Arriba de mi bp meds dos veces y todavía tome 3-5 días? No expresar en absoluto. #expressscripts	valence	0.321
2017-En-31147	 Dejé en el U20 Rugbi apostado en los Gallos!  #nrl	valence	0.391
2017-En-20839	Justo querer sábado para ser encima pero entonces otra vez  quiero hacer bien #LSAT	valence	0.422
2017-En-40234	la concienciación de tiempo es concienciación del tiempo perdió. #Tiempo #de concienciación #perdió	valence	0.345
2017-En-30939	@Malkarii_ Korgoth de Barbaria para brutalidad, King Julian para hilaridad, y Ariel... Porque caliente...	valence	0.552
2017-En-40523	@Fatumoriginal hay no sitcom mejor! Si u no puede reír en Sheldon o Leonard entonces u es sereno de verdad! Ninguno dos maneras aproximadamente él	valence	0.625
2017-En-30421	Yahweh vuestro Dios es entre ti, un guerrero que salva. Él  rejoice encima tú con gladness.	valence	0.690
2017-En-40491	Vuelo 815 chocado en La Isla Perdida 2004 #perdió @JoshuaJThurston	valence	0.383
2017-En-21094	@pixietangerine @hatersbackoff im tan salido!!  Estoy sacudiendo tanto 😍😍 e im tan pround de Colleen y el fandom! Todo el mundo está asombrando 😍	valence	0.964
2017-En-11412	Yeah, núm. I don' mente tweetin' aquel dos veces.  #blm #likeThat	valence	0.500
2017-En-30666	@lennyabrahamson Mayo  te envías una copia de #HeroTheGreyhound? Cualquier e-libro o papel real un! Un chico y unas sonrisas #de galgo #desgarra	valence	0.677
2017-En-21082	I como el anuncio donde @kohara19, en una leche de chocolate bender, roba una pelota de fútbol de algunos tipos y residuos para devolverlo.	valence	0.583
2017-En-22138	@kcbbcxo No consigue desalentado!  Es temprano en &amp; pueda conseguir agobiante. Mantiene leer &amp; uso cue tarjetas 😊  mejore!!	valence	0.655
2017-En-20881	No es #temer.  Es llamó #Cerraduras	valence	0.463
2017-En-31387	Buenos días! Bienvenido el día nuevo a vuestra vida y vuestro corazón #mindfulness  #zen	valence	0.859
2017-En-22137	En algún lugar entre  #esperanza y #desesperación el dia después #meetingmyabuserincourt \n#DVSurvivor	valence	0.365
2017-En-41527	 utilice para ser bonito, pero  viva su vida demasiado rápido - Ciudad de Bosque Joe #blues #blinddogradio	valence	0.483
2017-En-30344	Vivo sencillamente. El sueño grande. Ser agradecido. Da amor. Parcelas de risa. - Desconocido #cita #inspiración	valence	0.724
2017-En-11129	Cuándo u es fuerte u ofender el débil &amp; insecure. La estancia FUERTE. Joshua 1:6-9 #dios #internationaldayofpeace #actorslife	valence	0.609
2017-En-30690	Rec'd llamada 2día de iglesia haitiana  empezamos en Florida algún 15yrs hace. Preparando para adquirir su propio bldg. Querido me para saber.	valence	0.672
2017-En-10566	@DeltaDomain @SawDraze @qurions dis dat nigga De fume derecho?	valence	0.419
2017-En-30536	 Veo  seré cercar sobre el botón de bloque hoy con mucho glee.	valence	0.355
2017-En-40585	En necesidad seria de un nap	valence	0.362
2017-En-21160	Honestamente, hay algunos personas terribles en el internet... smh...	valence	0.145
2017-En-30758	Verdaderamente creo en mi corazón bien ahora que Satan es rejoicing porque somos todos en contra uno otro	valence	0.483
2017-En-30999	@DumTeeDum no piensa Ian supo de Pavel.  Sepa aproximadamente Charlie.  Aposté Rob  cackle con glee cuándo  oiga qué tiene pasado #thearchers	valence	0.613
2017-En-40498	i perdido mi cartera lol.... Otra vez....	valence	0.234
2017-En-30436	repentance, y confiando en en Cristo.  Es lowly y doloroso, pero es también dichoso, pacífico, y absolutamente magnífico. (2/2)	valence	0.700
2017-En-30584	@FoRDaYS14 😳 masticando qué? #Sonrisa #arcdental #turlock	valence	0.565
2017-En-21917	i soy TAN ansioso todo el tiempo que deja la casa es horrid	valence	0.278
