@relation lexicons/arabic/translated_from_english/text_lexicons_without_instructions_etc/bingliu_ar.txt

@attribute english string 
@attribute arabic string
@attribute buckwalter string
@attribute sentscore numeric 

@data
"absurdness","السخف","Alsxf",-1
"abuse","إساءة","AsA'p",-1
"abused","سوء المعاملة","sw' AlmEAmlp",-1
"abuses","الانتهاكات","AlAnthAkAt",-1
"abusive","بذيء","b*y'",-1
"abysmal","سحيق","sHyq",-1
"abysmally","الى أبعد الحدود","Aly AbEd AlHdwd",-1
"abyss","هاوية","hAwyp",-1
"accidental","عرضي","ErDy",-1
"accost","دنا منه","dnA mnh",-1
"accursed","ملعون","mlEwn",-1
"accusation","اتهام","AthAm",-1
"accusations","اتهامات","AthAmAt",-1
"accuse","اتهم","Athm",-1
"accuses","وتتهم","wtthm",-1
"accusing","متهما","mthmA",-1
"accusingly","بأصابع الاتهام","bASAbE AlAthAm",-1
"acerbate","acerbate","acerbate",-1
"acerbic","لاذع","lA*E",-1
"acerbically","المشاهدين الى","Alm$Ahdyn Aly",-1
"ache","ألم","Alm",-1
"ached","آلم","Alm",-1
"aches","الأوجاع","AlAwjAE",-1
"achey","achey","achey",-1
"aching","مؤلم","mWlm",-1
"acrid","لاذع","lA*E",-1
"acridly","acridly","acridly",-1
"acridness","الحدة","AlHdp",-1
"acrimonious","لاذع","lA*E",-1
"acrimoniously","بصورة حادة","bSwrp HAdp",-1
"acrimony","حدة","Hdp",-1
"adamant","عنيد","Enyd",-1
"adamantly","بعناد","bEnAd",-1
"addict","مدمن","mdmn",-1
"addicted","مدمن","mdmn",-1
"addicting","الإدمان","AlAdmAn",-1
"addicts","المدمنين","Almdmnyn",-1
"admonish","نصح","nSH",-1
"admonisher","محزر","mHzr",-1
"admonishingly","admonishingly","admonishingly",-1
"admonishment","النصح","AlnSH",-1
"admonition","تحذير","tH*yr",-1
"adulterate","غش","g$",-1
"adulterated","المغشوشة","Almg$w$p",-1
"adulteration","غش","g$",-1
"adulterier","adulterier","adulterier",-1
"adversarial","الخصومة","AlxSwmp",-1
"adversary","خصم","xSm",-1
"adverse","معاكس","mEAks",-1
"adversity","محنة","mHnp",-1
"afflict","ابتلى","Abtly",-1
"affliction","مصيبة","mSybp",-1
"afflictive","فاجع","fAjE",-1
"affront","إهانة","AhAnp",-1
"afraid","خائف","xA}f",-1
"aggravate","تفاقم","tfAqm",-1
"aggravating","مشدد","m$dd",-1
"aggravation","تفاقم","tfAqm",-1
"aggression","عدوان","EdwAn",-1
"aggressive","عدواني","EdwAny",-1
"aggressiveness","عدوانية","EdwAnyp",-1
"aggressor","معتدي","mEtdy",-1
"aggrieve","ضايق","DAyq",-1
"aggrieved","مضطهد","mDThd",-1
"aggrivation","aggrivation","aggrivation",-1
"aghast","مذعور","m*Ewr",-1
"agonies","عذاباته","E*AbAth",-1
"agonize","احتضر","AHtDr",-1
"agonizing","مؤلم","mWlm",-1
"agonizingly","مؤلم","mWlm",-1
"agony","سكرة الموت","skrp Almwt",-1
"aground","جانح","jAnH",-1
"ail","توعك","twEk",-1
"ailing","مريض","mryD",-1
"ailment","مرض","mrD",-1
"aimless","بلا هدف","blA hdf",-1
"alarm","إنذار","An*Ar",-1
"alarmed","قلق","qlq",-1
"alarming","مثيرة للقلق","mvyrp llqlq",-1
"alarmingly","المرعب","AlmrEb",-1
"alienate","نفر","nfr",-1
"alienated","نفور","nfwr",-1
"alienation","انسلاخ","AnslAx",-1
"allegation","ادعاء","AdEA'",-1
"allegations","الادعاءات","AlAdEA'At",-1
"allege","زعم","zEm",-1
"allergic","حساسي","HsAsy",-1
"allergies","الحساسية","AlHsAsyp",-1
"allergy","حساسية","HsAsyp",-1
"aloof","بمعزل","bmEzl",-1
"altercation","مشادة","m$Adp",-1
"ambiguity","غموض","gmwD",-1
"ambiguous","غامض","gAmD",-1
"ambivalence","تناقض","tnAqD",-1
"ambivalent","متردد","mtrdd",-1
"ambush","كمين","kmyn",-1
"amiss","ناقص","nAqS",-1
"amputate","بتر","btr",-1
"anarchism","فوضوية","fwDwyp",-1
"anarchist","فوضوي","fwDwy",-1
"anarchistic","فوضوية","fwDwyp",-1
"anarchy","فوضى","fwDy",-1
"anemic","مصاب بفقر الدم","mSAb bfqr Aldm",-1
"anger","غضب","gDb",-1
"angrily","بغضب","bgDb",-1
"angriness","angriness","angriness",-1
"angry","غاضب","gADb",-1
"anguish","كرب","krb",-1
"animosity","عداء","EdA'",-1
"annihilate","محق","mHq",-1
"annihilation","إبادة","AbAdp",-1
"annoy","غضب","gDb",-1
"annoyance","إزعاج","AzEAj",-1
"annoyances","مضايقات","mDAyqAt",-1
"annoyed","منزعج","mnzEj",-1
"annoying","مزعج","mzEj",-1
"annoyingly","مزعج","mzEj",-1
"annoys","يضايق","yDAyq",-1
"anomalous","شاذ","$A*",-1
"anomaly","شذوذ","$*w*",-1
"antagonism","تضاد","tDAd",-1
"antagonist","خصم","xSm",-1
"antagonistic","معاد","mEAd",-1
"antagonize","استعداء","AstEdA'",-1
"anti-","مضاد","mDAd",-1
"anti-american","معادية للولايات المتحدة","mEAdyp llwlAyAt AlmtHdp",-1
"anti-israeli","معاديا لإسرائيل","mEAdyA lAsrA}yl",-1
"anti-occupation","المناهضة للاحتلال","AlmnAhDp llAHtlAl",-1
"anti-proliferation","منع الانتشار النووي","mnE AlAnt$Ar Alnwwy",-1
"anti-semites","معاداة للسامية","mEAdAp llsAmyp",-1
"anti-social","مكافحة الاجتماعية","mkAfHp AlAjtmAEyp",-1
"anti-us","مكافحة لنا","mkAfHp lnA",-1
"anti-white","مكافحة الأبيض","mkAfHp AlAbyD",-1
"antipathy","كراهية","krAhyp",-1
"antiquated","مهمل","mhml",-1
"antithetical","متناقض","mtnAqD",-1
"anxieties","القلق","Alqlq",-1
"anxiety","قلق","qlq",-1
"anxious","قلق","qlq",-1
"anxiously","بقلق","bqlq",-1
"anxiousness","الحرص","AlHrS",-1
"apathetic","لا مبالي","lA mbAly",-1
"apathetically","apathetically","apathetically",-1
"apathy","لا مبالاة","lA mbAlAp",-1
"apocalypse","سفر الرؤيا","sfr AlrWyA",-1
"apocalyptic","الرهيبه","Alrhybh",-1
"apologist","المدافع عن دين أو قضية","AlmdAfE En dyn Aw qDyp",-1
"apologists","المدافعون","AlmdAfEwn",-1
"appal","أرعب","ArEb",-1
"appall","فزع","fzE",-1
"appalled","بالفزع","bAlfzE",-1
"appalling","مروع","mrwE",-1
"appallingly","مفزع","mfzE",-1
"apprehension","اعتقال","AEtqAl",-1
"apprehensions","مخاوف","mxAwf",-1
"apprehensive","قلق","qlq",-1
"apprehensively","بقلق،","bqlq,",-1
"arbitrary","اعتباطي","AEtbATy",-1
"arcane","غامضة","gAmDp",-1
"archaic","ممات","mmAt",-1
"arduous","شاق","$Aq",-1
"arduously","مضنية","mDnyp",-1
"argumentative","جدلي","jdly",-1
"arrogance","غطرسة","gTrsp",-1
"arrogant","متغطرس","mtgTrs",-1
"arrogantly","بغطرسة","bgTrsp",-1
"ashamed","خجلان","xjlAn",-1
"asinine","أبله","Ablh",-1
"asininely","بغباء","bgbA'",-1
"asinininity","asinininity","asinininity",-1
"askance","بارتياب","bArtyAb",-1
"asperse","خشونة","x$wnp",-1
"aspersion","تشهير","t$hyr",-1
"aspersions","الطعن","AlTEn",-1
"assail","هاجم بعنف","hAjm bEnf",-1
"assassin","قاتل","qAtl",-1
"assassinate","اغتيال","AgtyAl",-1
"assault","اعتداء","AEtdA'",-1
"assult","assult","assult",-1
"astray","ضل","Dl",-1
"asunder","اربا","ArbA",-1
"atrocious","فظيع","fZyE",-1
"atrocities","الاعمال الوحشية","AlAEmAl AlwH$yp",-1
"atrocity","فظاعة","fZAEp",-1
"atrophy","ضمور","Dmwr",-1
"attack","هجوم","hjwm",-1
"attacks","هجمات","hjmAt",-1
"audacious","جريء","jry'",-1
"audaciously","بجرأة","bjrAp",-1
"audaciousness","الجرأة","AljrAp",-1
"audacity","وقاحة","wqAHp",-1
"audiciously","audiciously","audiciously",-1
"austere","صارم","SArm",-1
"authoritarian","استبدادي","AstbdAdy",-1
"autocrat","المستبد","Almstbd",-1
"autocratic","استبدادي","AstbdAdy",-1
"avalanche","انهيار ثلجي","AnhyAr vljy",-1
"avarice","جشع","j$E",-1
"avaricious","بخيل","bxyl",-1
"avariciously","avariciously","avariciously",-1
"avenge","ثأر","vAr",-1
"averse","كاره","kArh",-1
"aversion","نفور","nfwr",-1
"aweful","أويفول","Awyfwl",-1
"awful","مروع","mrwE",-1
"awfully","على نحو بغيض","Ely nHw bgyD",-1
"awfulness","الفظاعة","AlfZAEp",-1
"awkward","غير ملائم","gyr mlA}m",-1
"awkwardness","حرج","Hrj",-1
"ax","الفأس","AlfAs",-1
"babble","ثرثرة","vrvrp",-1
"back-logged","الخلفية تسجيل","Alxlfyp tsjyl",-1
"back-wood","الخلفي الخشب","Alxlfy Alx$b",-1
"back-woods","الخلفية الغابة","Alxlfyp AlgAbp",-1
"backache","الم في الظهر","Alm fy AlZhr",-1
"backaches","آلام الظهر","AlAm AlZhr",-1
"backaching","backaching","backaching",-1
"backbite","يغتب اه","ygtb Ah",-1
"backbiting","الغيبة","Algybp",-1
"backward","الى الوراء","Aly AlwrA'",-1
"backwardness","التخلف","Altxlf",-1
"backwood","backwood","backwood",-1
"backwoods","الغابات الخلفية","AlgAbAt Alxlfyp",-1
"bad","سيئة","sy}p",-1
"badly","سيئة","sy}p",-1
"baffle","صد","Sd",-1
"baffled","مرتبك","mrtbk",-1
"bafflement","الحيرة","AlHyrp",-1
"baffling","حيرة","Hyrp",-1
"bait","طعم","TEm",-1
"balk","رافدة","rAfdp",-1
"banal","تافه","tAfh",-1
"banalize","banalize","banalize",-1
"bane","هلاك","hlAk",-1
"banish","إبعاد","AbEAd",-1
"banishment","نفي","nfy",-1
"bankrupt","مفلس","mfls",-1
"barbarian","بربري","brbry",-1
"barbaric","بربري","brbry",-1
"barbarically","وحشية","wH$yp",-1
"barbarity","بربرية","brbryp",-1
"barbarous","همجي","hmjy",-1
"barbarously","بوحشية","bwH$yp",-1
"barren","قاحل","qAHl",-1
"baseless","لا أساس له","lA AsAs lh",-1
"bash","سحق","sHq",-1
"bashed","باشيد","bA$yd",-1
"bashful","محتشم","mHt$m",-1
"bashing","تقريع","tqryE",-1
"bastard","نذل","n*l",-1
"bastards","الأوغاد","AlAwgAd",-1
"battered","ضرب","Drb",-1
"battering","الضرب","AlDrb",-1
"batty","معتوه","mEtwh",-1
"bearish","سبحة","sbHp",-1
"beastly","بغيض","bgyD",-1
"bedlam","هرج ومرج","hrj wmrj",-1
"bedlamite","المخبول","Almxbwl",-1
"befoul","لوث","lwv",-1
"beg","تضرع","tDrE",-1
"beggar","متسول","mtswl",-1
"beggarly","حقير","Hqyr",-1
"begging","تسول","tswl",-1
"beguile","سلى","sly",-1
"belabor","أهاجم وأكرر","AhAjm wAkrr",-1
"belated","متأخر","mtAxr",-1
"beleaguer","حاصر","HASr",-1
"belie","تكذب","tk*b",-1
"belittle","استخف","Astxf",-1
"belittled","قلل","qll",-1
"belittling","التحقير","AltHqyr",-1
"bellicose","مولع بالقتال","mwlE bAlqtAl",-1
"belligerence","العداء","AlEdA'",-1
"belligerent","محارب","mHArb",-1
"belligerently","بتشدد","bt$dd",-1
"bemoan","تحسر على","tHsr Ely",-1
"bemoaning","رثاء","rvA'",-1
"bemused","مرتبك","mrtbk",-1
"bent","انحنى","AnHny",-1
"berate","وبخ","wbx",-1
"bereave","ثكل","vkl",-1
"bereavement","الثكل","Alvkl",-1
"bereft","ثكل","vkl",-1
"berserk","هائج","hA}j",-1
"beseech","التمس","Altms",-1
"beset","هاجم","hAjm",-1
"besiege","حاصر","HASr",-1
"besmirch","لوث","lwv",-1
"bestial","وحشي","wH$y",-1
"betray","أفشى سرا","Af$y srA",-1
"betrayal","خيانة","xyAnp",-1
"betrayals","الخيانات","AlxyAnAt",-1
"betrayer","خائن","xA}n",-1
"betraying","خيانة","xyAnp",-1
"betrays","ينم","ynm",-1
"bewail","نوح","nwH",-1
"beware","احترس","AHtrs",-1
"bewilder","ذهل","*hl",-1
"bewildered","متحير","mtHyr",-1
"bewildering","مذهل","m*hl",-1
"bewilderingly","تثير الارتباك","tvyr AlArtbAk",-1
"bewilderment","حيرة","Hyrp",-1
"bewitch","فتن","ftn",-1
"bias","انحياز","AnHyAz",-1
"biased","مغرض","mgrD",-1
"biases","التحيزات","AltHyzAt",-1
"bicker","تخاصم","txASm",-1
"bickering","المشاحنات","Alm$AHnAt",-1
"bid-rigging","محاولة تزوير","mHAwlp tzwyr",-1
"bigotries","bigotries","bigotries",-1
"bigotry","تعصب أعمى","tESb AEmy",-1
"bitch","الكلبة","Alklbp",-1
"bitchy","مشاكس","m$Aks",-1
"biting","قضم","qDm",-1
"bitingly","عنيفا","EnyfA",-1
"bitter","مرارة","mrArp",-1
"bitterly","مرير","mryr",-1
"bitterness","مرارة","mrArp",-1
"bizarre","غريب","gryb",-1
"blab","ثرثار","vrvAr",-1
"blabber","ثرثرة","vrvrp",-1
"blackmail","ابتزاز","AbtzAz",-1
"blah","بلاه","blAh",-1
"blame","لوم","lwm",-1
"blameworthy","مستحق اللوم","mstHq Allwm",-1
"bland","لطيف","lTyf",-1
"blandish","تملق","tmlq",-1
"blaspheme","كفر","kfr",-1
"blasphemous","تجديف","tjdyf",-1
"blasphemy","تجديف","tjdyf",-1
"blasted","انتقد","Antqd",-1
"blatant","صارخ","SArx",-1
"blatantly","بشكل صارخ","b$kl SArx",-1
"blather","الثرثار","AlvrvAr",-1
"bleak","كئيب","k}yb",-1
"bleakly","حد بائس","Hd bA}s",-1
"bleakness","كآبة","kAbp",-1
"bleed","ينزف","ynzf",-1
"bleeding","نزيف","nzyf",-1
"bleeds","ينزف","ynzf",-1
"blemish","عيب","Eyb",-1
"blind","اعمى","AEmy",-1
"blinding","تعمية","tEmyp",-1
"blindingly","تمام الوضوح","tmAm AlwDwH",-1
"blindside","الجانب الأعمى","AljAnb AlAEmy",-1
"blister","نفطة","nfTp",-1
"blistering","ظهور تقرحات","Zhwr tqrHAt",-1
"bloated","منتفخ","mntfx",-1
"blockage","اعتراض","AEtrAD",-1
"blockhead","الأبله","AlAblh",-1
"bloodshed","سفك الدماء","sfk AldmA'",-1
"bloodthirsty","سفاح","sfAH",-1
"bloody","دام","dAm",-1
"blotchy","بقع","bqE",-1
"blow","ضربة","Drbp",-1
"blunder","تخبط","txbT",-1
"blundering","متخبط","mtxbT",-1
"blunders","الأخطاء","AlAxTA'",-1
"blunt","كليل","klyl",-1
"blur","شىء ضبابي","$y' DbAby",-1
"bluring","bluring","bluring",-1
"blurred","غير واضحة","gyr wADHp",-1
"blurring","ضبابية","DbAbyp",-1
"blurry","ضبابية","DbAbyp",-1
"blurs","يطمس","yTms",-1
"blurt","أفشى من غير تفكير","Af$y mn gyr tfkyr",-1
"boastful","متبجح","mtbjH",-1
"boggle","عمل غير متقن","Eml gyr mtqn",-1
"bogus","مزيف","mzyf",-1
"boil","دمل","dml",-1
"boiling","غليان","glyAn",-1
"boisterous","عاصف","EASf",-1
"bomb","قنبلة","qnblp",-1
"bombard","قصف","qSf",-1
"bombardment","قصف","qSf",-1
"bombastic","منمق","mnmq",-1
"bondage","عبودية","Ebwdyp",-1
"bonkers","مجنون","mjnwn",-1
"bore","تجويف","tjwyf",-1
"bored","الملل","Almll",-1
"boredom","ملل","mll",-1
"bores","المملون","Almmlwn",-1
"boring","ممل","mml",-1
"botch","قرح","qrH",-1
"bother","قلق","qlq",-1
"bothered","ازعجت","AzEjt",-1
"bothering","مضايقة","mDAyqp",-1
"bothers","يزعج","yzEj",-1
"bothersome","مزعج","mzEj",-1
"bowdlerize","هذب كتابا","h*b ktAbA",-1
"boycott","مقاطعة","mqATEp",-1
"braggart","ثرثار","vrvAr",-1
"bragger","المتفاخر","AlmtfAxr",-1
"brainless","أبله","Ablh",-1
"brainwash","غسل دماغ","gsl dmAg",-1
"brash","صراخ","SrAx",-1
"brashly","باندفاع","bAndfAE",-1
"brashness","الجرأة","AljrAp",-1
"brat","شقي","$qy",-1
"bravado","تبجح","tbjH",-1
"brazen","وقح","wqH",-1
"brazenly","بوقاحة","bwqAHp",-1
"brazenness","الوقاحة","AlwqAHp",-1
"breach","خرق","xrq",-1
"break","استراحة","AstrAHp",-1
"break-up","انفصال","AnfSAl",-1
"break-ups","التكسر","Altksr",-1
"breakdown","انفصال","AnfSAl",-1
"breaking","كسر","ksr",-1
"breaks","فواصل","fwASl",-1
"breakup","انفصال","AnfSAl",-1
"breakups","التحطم","AltHTm",-1
"bribery","رشوة","r$wp",-1
"brimstone","كبريت","kbryt",-1
"bristle","جعله ينتصب","jElh yntSb",-1
"brittle","هش","h$",-1
"broke","حطم","HTm",-1
"broken","مكسور","mkswr",-1
"broken-hearted","الحزانى","AlHzAny",-1
"brood","الحضنة","AlHDnp",-1
"browbeat","خوف","xwf",-1
"bruise","كدمة","kdmp",-1
"bruised","بكدمة","bkdmp",-1
"bruises","الكدمات","AlkdmAt",-1
"bruising","الكدمات","AlkdmAt",-1
"brusque","فظ","fZ",-1
"brutal","وحشي","wH$y",-1
"brutalising","الوحشية","AlwH$yp",-1
"brutalities","الوحشية","AlwH$yp",-1
"brutality","وحشية","wH$yp",-1
"brutalize","وحش","wH$",-1
"brutalizing","الوحشية","AlwH$yp",-1
"brutally","وحشي","wH$y",-1
"brute","غاشم","gA$m",-1
"brutish","بهيمي","bhymy",-1
"bs","بكالوريوس","bkAlwryws",-1
"buckle","مشبك","m$bk",-1
"bug","بق","bq",-1
"bugging","التنصت","AltnSt",-1
"buggy","بوجي","bwjy",-1
"bugs","البق","Albq",-1
"bulkier","أضخم","ADxm",-1
"bulkiness","كبر","kbr",-1
"bulky","ضخم","Dxm",-1
"bulkyness","bulkyness","bulkyness",-1
"bull****","الثور ****","Alvwr ****",-1
"bull----","الثور ----","Alvwr ----",-1
"bullies","الفتوات","AlftwAt",-1
"bullshit","هراء","hrA'",-1
"bullshyt","bullshyt","bullshyt",-1
"bully","بلطجي","blTjy",-1
"bullying","التسلط","AltslT",-1
"bullyingly","bullyingly","bullyingly",-1
"bum","متسكع","mtskE",-1
"bump","نتوء","ntw'",-1
"bumped","صدم","Sdm",-1
"bumping","الاهتزاز","AlAhtzAz",-1
"bumpping","bumpping","bumpping",-1
"bumps","المطبات","AlmTbAt",-1
"bumpy","وعر","wEr",-1
"bungle","عمل غير متقن","Eml gyr mtqn",-1
"bungler","العامل الأخرق","AlEAml AlAxrq",-1
"bungling","أخرق","Axrq",-1
"bunk","كلام فارغ","klAm fArg",-1
"burden","عبء","Eb'",-1
"burdensome","متعب","mtEb",-1
"burdensomely","burdensomely","burdensomely",-1
"burn","حرق","Hrq",-1
"burned","حرق","Hrq",-1
"burning","احتراق","AHtrAq",-1
"burns","الحروق","AlHrwq",-1
"bust","تمثال نصفي","tmvAl nSfy",-1
"busts","تماثيل نصفية","tmAvyl nSfyp",-1
"busybody","فضولي","fDwly",-1
"butcher","جزار","jzAr",-1
"butchery","سفك الدماء","sfk AldmA'",-1
"buzzing","الأز","AlAz",-1
"byzantine","البيزنطية","AlbyznTyp",-1
"cackle","ثرثرة","vrvrp",-1
"calamities","المصائب","AlmSA}b",-1
"calamitous","فاجع","fAjE",-1
"calamitously","بصورة كارثية","bSwrp kArvyp",-1
"calamity","مصيبة","mSybp",-1
"callous","قاسي القلب","qAsy Alqlb",-1
"calumniate","افترى","Aftry",-1
"calumniation","الافتراء","AlAftrA'",-1
"calumnies","الافتراءات","AlAftrA'At",-1
"calumnious","calumnious","calumnious",-1
"calumniously","إفترائي","AftrA}y",-1
"calumny","افتراء","AftrA'",-1
"cancer","سرطان","srTAn",-1
"cancerous","سرطاني","srTAny",-1
"cannibal","آكل لحم البشر","Akl lHm Alb$r",-1
"cannibalize","فكك","fkk",-1
"capitulate","أذعن","A*En",-1
"capricious","متقلب","mtqlb",-1
"capriciously","نزوة","nzwp",-1
"capriciousness","اتباع الهوى","AtbAE Alhwy",-1
